,comment_id,Comment,review_clean,clean_comment,Excellent,Good,Neutral,Poor,Very Poor,final_topic
0,5,djfjkdfjkjkffdk edited,djfjkdfjkjkffdk edit,djfjkdfjkjkffdk edit,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,Excellent
1,41,Faith has exhibited enthusiasm in taking on the project at hand. She has already shown promising signs in understanding the core concepts of software engineering. I look forward discovering more as time goes on.,faith exhibit enthusiasm take project hand already show promising sign understand core concept software engineering look forward discover time go,faith exhibit enthusiasm take project hand already show promising sign understand core concept software engineering look forward discover time go,0.10179837048053741,0.013614227063953876,0.20930622518062592,0.11686642467975616,0.5584147572517395,Very Poor
2,49,He now has now understood the structure of grails and how different components relate. Understands the process of getting API's from MTN,understood structure grail different component relate understands process get api's mtn,understood structure grail different component relate understands process get api's mtn,0.02889697067439556,0.6456958055496216,0.02873658947646618,0.02897811122238636,0.26769253611564636,Good
3,50,"The Intern was oriented on ICT setup and Infrastructure of Soroti University, drafted workplan and started off the Internship. Simon was encouraged to take the Internship seriously as there was a lot to learn.",intern orient ict setup infrastructure soroti university draft workplan start internship simon encourage take internship seriously lot learn,intern orient ict setup infrastructure soroti university draft workplan start internship simon encourage take internship seriously lot learn,0.4009483754634857,0.021035736426711082,0.34520217776298523,0.2121088206768036,0.020704826340079308,Excellent
4,52,"The student was oriented on the organization structure, developed workplan for the 4 week internship and participated in assessment of printers for servicing.  He acquired both technical and teamwork skills at workplace.",student orient organization structure develop workplan week internship participate assessment printer service acquire technical teamwork skill workplace,student orient organization structure develop workplan week internship participate assessment printer service acquire technical teamwork skill workplace,0.4872557818889618,0.016875583678483963,0.46138909459114075,0.017035385593771935,0.017444150522351265,Excellent
5,53,Activities well completed,activity well complete,activity well complete,0.10000064224004745,0.10000045597553253,0.5999447107315063,0.10000056773424149,0.10005366057157516,Neutral
6,54,finished on time,finish time,finish time,0.06677604466676712,0.06666675209999084,0.733065128326416,0.06680140644311905,0.06669069826602936,Neutral
7,55,"The student's weekly progress was justifiably good, characterized with enthusiasm to learning more.",student's weekly progress justifiably good characterize enthusiasm learn,student's weekly progress justifiably good characterize enthusiasm learn,0.23985855281352997,0.04016020521521568,0.04077628254890442,0.04000081121921539,0.6392041444778442,Very Poor
8,56,Noted,note,note,0.1000014990568161,0.10000108927488327,0.5985351800918579,0.10000168532133102,0.1014605164527893,Neutral
9,57,"She found this very interesting as she was able to identify, know problems associated an his to overcome them.",find interesting able identify know problem associate overcome,find interesting able identify know problem associate overcome,0.03335496410727501,0.6158331036567688,0.2830992639064789,0.03348144516348839,0.03423123434185982,Good
10,58,"Partially done, expected a better result based on Steven's experienced. More effort needed ...",partially do expect well result base steven's experienced effort need,partially do expect well result base steven's experienced effort need,0.02857939526438713,0.029220428317785263,0.5908073782920837,0.028806667774915695,0.32258614897727966,Neutral
11,63,Done to partial satisfaction. Hopefully learning points were picked.,do partial satisfaction hopefully learn point pick,do partial satisfaction hopefully learn point pick,0.03377838805317879,0.5357376933097839,0.362834632396698,0.03348271921277046,0.034166522324085236,Good
12,65,Confirmed done as specified.,confirm do specify,confirm do specify,0.10000234842300415,0.5938066244125366,0.10197368264198303,0.10247954726219177,0.10173783451318741,Good
13,66,"He faced some problem of identifying the symbols, and other parts but he asked questions and made an effort to learn. Very good",face problem identify symbol part ask question make effort learn good,face problem identify symbol part ask question make effort learn good,0.020028334110975266,0.021320654079318047,0.9180485606193542,0.020246615633368492,0.02035583183169365,Neutral
14,68,"This activity took some time to be completed, but it was completed to my satisfaction.",activity take time complete complete satisfaction,activity take time complete complete satisfaction,0.040044400840997696,0.2671787142753601,0.6125763058662415,0.040054239332675934,0.04014640301465988,Neutral
15,71,"He knows the requirements of how and his to install, setting up a network and managing it.",know requirement install set network manage,know requirement install set network manage,0.030438248068094254,0.8827670812606812,0.028743205592036247,0.029012415558099747,0.02903907373547554,Good
16,80,"A little delays and constant supervision. The task has been finally completed, and reviewed by the line supervisor. Good job Mahad.",little delay constant supervision task finally complete reviewed line supervisor good job mahad,little delay constant supervision task finally complete reviewed line supervisor good job mahad,0.03333399072289467,0.03340863063931465,0.8649476170539856,0.03371799737215042,0.03459176793694496,Neutral
17,85,He seemed not to have an idea about setting up a structured network but now I know he can do a lot more,seem idea setting structured network know lot,seem idea setting structured network know lot,0.03356806933879852,0.2507440745830536,0.6478455662727356,0.03345220908522606,0.03439009562134743,Neutral
18,88,"Student learnt and demonstrated system administration skill by creating emails for drivers, performed data backups, and troubleshooting of computer hardware and local area network.",student learnt demonstrate system administration skill create email driver perform data backup troubleshoot computer hardware local area network,student learnt demonstrate system administration skill create email driver perform data backup troubleshoot computer hardware local area network,0.01197198685258627,0.8665452599525452,0.01213541254401207,0.011988982558250427,0.09735830873250961,Good
19,96,Noted and tasks completed,noted task complete,noted task complete,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,Excellent
20,97,"Stephen was diligent in his work. He made effort to resolve issues that were assigned to him.

He has a quick understanding of technical problems and he tries his best to solve them independently. 

Stephen is a quick learner and he has great future ahead of him in the software engineering field.","stephen diligent work make effort resolve issue assign him.

he quick understand technical problem try best solve independently 

stephen quick learner great future ahead software engineering field","stephen diligent work make effort resolve issue assign him.

he quick understand technical problem try best solve independently 

stephen quick learner great future ahead software engineering field",0.0,0.0,0.961136519908905,0.0,0.0,Neutral
21,99,Noted and confirmed,note confirm,note confirm,0.10000148415565491,0.10000107437372208,0.5985615849494934,0.10000167042016983,0.1014341488480568,Neutral
22,100,He has very good knowledge of the whole process of installation.,good knowledge whole process installation,good knowledge whole process installation,0.05000049248337746,0.47175830602645874,0.05019909515976906,0.05000047758221626,0.37804165482521057,Good
23,102,Learning target achieved,learn target achieve,learn target achieve,0.10000016540288925,0.10080114006996155,0.597114086151123,0.10000013560056686,0.10208450257778168,Neutral
24,120,She has knowledge of this topic and can identify and use the devices,knowledge topic identify use device,knowledge topic identify use device,0.050017211586236954,0.7992598414421082,0.05018297955393791,0.05024459585547447,0.05029540881514549,Good
25,124,"I assigned him two tasks.  One was to learn the basics of software engineering (That is building architecture and the software process work flaw), and he has done them well. I  wanted him to learn git so that we can be working remotely as he learns, therefore I will be monitoring his code from Github. I realized that previously he knew nothing about Git, but now he knows something that can get him started.",assign two task one learn basic software engineering building architecture software process work flaw do well want learn git work remotely learn therefore monitoring code github realize previously know nothing git know something get start,assign two task one learn basic software engineering building architecture software process work flaw do well want learn git work remotely learn therefore monitoring code github realize previously know nothing git know something get start,0.0,0.0,0.0840422511100769,0.0,0.8902764916419983,Very Poor
